Station_id	KACHESS_RESERVOIR
Duration    1926    1973
     6.6    27.8    13.5    11.7    23.3    29.2    18.3     8.3     1.1     0.4     3.5    14.4
    12.3    19.2     8.5     7.9     7.1    22.4    45.8    52.0    14.2     3.6     8.9    18.4
    39.2    25.3    28.5     5.8    20.9    22.1    54.3    21.5     4.4     0.5     0.2    10.9
     6.3     5.7     4.3     3.8    11.9    16.0    44.7    32.6     7.9     0.3     0.2     1.0
     1.4     6.5     3.7    19.7    19.1    34.5    24.0    15.0     5.0     0.3     1.1     4.5
     8.0     4.8     8.6    12.5    21.8    24.3    40.5    17.8     5.2     1.5     1.2     5.8
    12.7     7.5    11.8    25.6    34.0    34.4    48.3    41.1    14.2     2.6     1.5     6.5
    48.1    27.3    24.5     8.0     7.4    20.0    38.9    57.9    28.4     6.9     8.5    27.8
    27.6    75.9    35.2    18.8    46.9    47.6    24.4     8.2     2.1     0.8     1.4    15.6
    28.8    19.1    39.0    13.9    15.7    16.8    45.6    35.8    12.1     1.7     2.5     2.2
     3.5     5.6    10.3     6.8    15.9    38.1    72.2    40.1     7.3     3.3     2.7     1.5
     1.5    14.2     5.1     7.4    11.3    21.0    44.9    49.1    12.4     4.1     1.0     2.3
    29.2    21.4    13.6     5.9    10.3    33.0    46.3    26.8     2.6     0.4     0.6     2.2
    11.1    19.5    22.8     9.2    15.0    30.1    39.9    20.5     7.8     1.5     1.7     4.1
     9.3    21.2     6.5    12.0    20.2    30.3    34.4    12.2     1.8     0.9     0.4     4.3
     7.3    13.3     6.4     4.6    17.2    23.2    17.4     8.2     1.6     2.0     7.0    11.9
    15.7    18.5     5.8     5.9     9.1    27.9    27.3    20.3     5.4     1.6     1.6     2.1
    16.0    18.1    12.5     8.4    13.5    41.0    44.7    43.3    16.2     1.2     0.5     2.6
     5.2    17.7     5.1     7.7    11.1    20.9    29.6    15.0     2.0     0.7     3.0     3.8
     6.6    11.4    27.4    16.6    10.5    16.8    47.8    22.3     3.0     0.3     4.8     8.0
    16.1    13.6    14.4     6.6    11.4    28.8    67.9    44.9    16.9     2.1     0.9    10.7
    10.1    34.6    21.8    16.6    24.1    33.7    38.8    18.8     5.0     1.4     3.1    21.8
    28.3    14.4    10.0    10.1     9.2    18.5    60.0    62.0    14.7     3.5     2.4     6.8
    13.9    14.3     6.7    11.4    11.4    32.5    73.6    42.6    18.4     4.0     2.0    12.9
    31.3    23.0    13.6     9.7    19.8    18.5    48.0    67.5    29.9     5.9     2.2    15.7
    28.4    31.9    17.7    31.8    10.7    31.8    54.5    31.9     6.1     0.4     2.7    14.0
    14.7    10.4     5.9     8.0     7.9    29.3    44.8    24.6     8.8     1.7     1.9     1.1
     1.2     4.0    38.1    24.6    11.8    23.5    41.6    33.2    18.4     4.0     2.8     5.2
    12.7    32.6    17.2    11.7     9.8    22.9    55.6    50.7    34.1     8.9     4.2     6.4
    17.9     9.6     7.4    14.1     8.4    12.3    37.5    60.4    29.6     5.6     3.1    20.5
    36.8    23.5    10.6     7.3     9.3    35.5    78.0    51.2    24.3     3.5     3.0    13.2
    13.4    49.3     9.1     7.3    10.0    29.1    53.3    19.1     3.0     0.7     0.7     3.4
     6.4    16.2    11.1    18.2    11.4    26.6    54.4    18.2     3.6     0.3     3.9    12.8
    41.6    37.0    27.4    10.7    16.8    35.5    40.2    39.9    14.0     3.8    18.7    28.8
    52.3    29.8     8.3    10.8    15.4    30.2    37.3    31.4     6.4     2.4     2.1     8.5
    22.2     8.4    20.8    29.1    20.2    32.2    50.4    42.3     8.6     1.7     2.3     9.1
    11.1    17.3    27.4    16.7     8.2    37.2    28.7    27.0     9.6     2.8     2.5     8.9
    28.0    21.5    14.9    24.7    14.7    17.1    26.5    13.0     2.5     0.6     1.6     3.5
    13.0     9.3    16.3     7.5    11.7    21.1    44.4    62.1    33.5     9.4     5.3     8.5
    11.0    23.2    22.8    21.7    15.3    35.6    38.2    30.2     7.6     3.2     2.1     4.1
     9.8     8.2     9.4     5.1     9.9    31.3    43.3    24.3     8.2     0.4     1.0     6.4
     9.9    28.1    25.3    18.4    11.3     9.3    39.4    40.9     8.8     0.5     1.2    20.7
    18.1    35.7    31.6    32.7    21.8    14.2    27.5    20.6     4.3     2.9     6.7    12.0
    21.5    16.4    20.3     5.5     9.5    28.4    62.0    37.2     6.4     1.4     3.6     5.0
     6.1     6.3    10.7     7.8    13.3    21.6    42.8    39.7     7.7     0.3     2.9     4.1
    13.2     9.2    25.0    26.2    10.7    15.6    66.1    48.9    32.2     6.1     3.3     6.8
    15.0    11.8    20.3    30.9    46.9    21.2    72.3    59.8    29.1     6.9     5.8     4.6
     9.1    28.5    17.8     5.2     9.8    16.3    26.9    15.6     3.8     1.0     2.3     4.9


Station        	3
Station_id	YAKIMA_RIVER_AT_EASTON_DIVERSION_DAM
Duration    1926    1973
    21.0    82.2    41.2    37.4    70.2    79.3    49.8    18.5     9.0     5.6    10.8    42.3
    37.9    57.9    28.1    21.6    27.0    66.9   138.4   139.2    36.5    10.2    21.8    53.8
   121.5    80.4    85.9    20.2    64.8    65.6   157.5    56.8    17.6     6.7     3.4    31.5
    20.5    17.6    11.7    10.8    34.7    46.7   142.9    91.9    29.5     8.2     4.5     3.6
     6.7    19.1    18.2    56.8    57.8   108.1    74.8    40.4    15.5     8.3     5.0    16.6
    23.5    13.7    25.9    34.6    57.3    75.0   127.3    46.6    10.5     1.6     3.0    18.1
    39.3    26.7    41.5    55.1    95.1   102.7   144.3   114.2    41.5    14.3     8.0    24.1
   148.1    76.9    77.6    24.1    26.2    57.6   127.3   167.0    79.4    21.2    23.1    85.5
    82.9   239.7    95.1    68.7   133.9   125.0    63.9    22.5     7.2     4.8     7.5    50.4
    85.0    61.6   115.5    51.7    48.0    51.5   129.5    97.7    34.2    11.7     9.2     9.9
    15.3    18.6    31.2    22.7    47.6   115.7   219.9   111.8    25.3    10.6     7.1     8.3
     6.7    44.4    16.4    20.5    35.1    64.8   134.7   138.7    35.5    10.9     5.9     4.1
    90.0    66.4    44.7    18.4    33.3    96.6   141.1    73.7    13.8     4.8     6.1     9.8
    39.3    63.6    73.5    27.6    43.9    86.0   114.9    60.2    24.2     7.1     9.4    17.4
    29.1    65.2    19.9    37.5    58.4    83.7    94.4    28.5     7.5     6.2     6.4    13.4
    24.5    42.6    18.6    15.3    43.6    61.7    44.3    22.0     9.1     5.8    19.8    39.6
    47.3    55.1    16.7    16.7    26.1    80.7    81.1    65.6    21.9    14.0     5.6    11.5
    50.4    57.2    38.9    21.1    37.2   127.0   147.3   150.7    53.4    15.2    11.0    15.4
    18.2    58.0    15.9    24.1    34.5    58.7    91.8    41.8    14.1    23.6    20.2    12.7
    22.0    31.7    89.7    52.0    26.5    41.5   137.7    62.9    23.0     8.0    15.6    27.5
    49.3    42.0    42.3    18.3    36.9    86.9   198.9   134.0    48.8    12.0     6.5    35.0
    26.1   115.6    64.7    52.5    73.8    99.8   110.4    52.1    21.7    15.7    15.7    69.7
    95.7    55.6    30.8    30.2    33.7    60.6   185.0   171.0    39.1    13.0    10.2    25.7
    40.7    39.8    23.4    29.8    41.2   108.7   228.0   129.9    50.7    16.5     9.8    46.4
    97.9    73.8    42.2    31.2    66.2    65.8   152.5   212.0    92.4    23.9    12.9    49.8
    99.7   103.2    58.4   101.4    38.5    98.3   167.6    85.8    28.4     6.5     8.7    43.2
    42.3    30.6    17.0    24.1    25.2    86.7   136.4    67.4    29.5     7.9     5.2     7.0
     4.2    10.3   112.6    77.9    34.9    68.0   122.9    92.4    47.1    12.2     8.0    19.4
    38.8   108.1    47.5    36.7    32.5    67.6   159.3   144.3    90.4    25.6    12.8    22.5
    50.1    27.3    26.1    46.6    24.9    35.3   114.5   180.8    88.3    21.3    11.3    66.3
   109.4    75.9    31.2    18.5    24.9   108.9   244.1   166.2    68.7    12.5     9.6    41.2
    40.0   159.9    26.8    19.6    29.4    86.8   153.7    52.4    12.8     6.7     3.4    11.1
    19.1    45.2    32.5    57.0    37.5    81.3   147.7    43.6    10.8     7.8    10.1    42.7
   131.4   113.9    89.6    35.2    53.8   107.9   120.2   105.2    35.1    10.5    55.0    91.2
   163.1    91.0    21.1    31.9    45.0    87.2   112.7    88.6    21.7    11.7    10.3    27.8
    65.6    25.2    61.3    89.2    61.9    98.7   150.6   119.3    26.7     7.2     9.9    33.0
    33.3    50.7    85.1    53.6    24.5   111.6    83.7    72.7    28.7    11.1     9.9    29.0
    80.6    67.4    51.2    74.5    45.8    53.3    76.0    36.7    16.0    10.8     7.4    14.8
    40.4    24.8    41.4    22.2    35.7    68.0   141.8   190.0    95.6    29.8    20.8    27.7
    34.0    71.3    77.9    73.4    47.7   105.9   115.1    85.1    25.4     3.7     9.3    18.7
    28.0    25.3    25.2    14.9    30.5   101.3   121.5    67.2    23.2    -3.6     4.9    18.0
    31.8    88.7    83.2    60.5    36.1    31.7   122.0   114.1    27.8     8.3     6.4    60.6
    55.1   111.6    94.9   103.5    70.6    48.7    84.0    64.6    26.4    15.6    25.7    42.6
   101.2    76.2    85.4    24.9    48.7   143.3   321.6   203.4    45.9    24.0    28.4    37.8
    34.2    29.3    42.1    36.6    64.7   100.0   223.4   209.8    56.1    23.3    20.1    27.8
    53.7    36.1   110.5   129.5    51.0    85.4   341.3   258.8   178.1    55.6    31.0    41.7
    75.3    60.4    85.9   138.8   232.2   133.2   377.5   330.7   158.9    55.3    45.5    32.7
    45.9   119.3    83.1    31.8    47.9    84.8   145.1    88.9    38.6    20.7    24.3    27.8


Station        	4
Station_id	CLE_ELUM_RESERVOIR
Duration    1926    1973
    12.5    59.0    32.2    22.0    60.3   101.1    72.1    34.8    15.1    10.1    10.4    42.5
    32.5    46.2    19.5    12.9    16.1    63.1   141.6   197.8    65.0    20.7    21.5    57.7
    87.6    58.5    66.8    18.0    47.3    62.9   207.3    99.6    40.8    13.2     8.9    31.0
    14.9    12.0     8.8     6.9    25.9    44.0   146.1   111.9    41.0    15.1     6.6     6.4
     5.0     9.5     6.7    35.8    46.0   112.2    86.4    59.1    29.4    11.0     6.8    14.3
    16.4     9.3    20.2    29.8    43.3    68.0   144.7    71.7    23.5     7.5     8.9    39.8
    34.7    14.7    33.3    70.4    94.4    95.4   166.4   154.9    63.1    23.0    12.1    19.2
   111.6    64.8    43.7    14.0    17.4    78.2   129.8   204.8   128.6    39.9    26.7    88.1
    83.2   161.6    71.3    43.0   108.8   179.3   126.4    65.0    30.2    14.6    10.6    34.9
    84.7    39.0    89.3    44.6    34.1    50.4   157.7   141.4    61.8    21.7    16.1     8.3
     8.3     8.5    15.6    10.1    29.4   118.0   234.1   137.8    41.0    11.4     7.7     7.2
     4.1    22.1    10.0    11.1    24.0    49.9   153.1   186.8    60.0    15.2     6.6    12.3
    56.5    46.7    30.4    13.6    24.0   101.7   175.3   133.9    41.0     8.9     1.8     9.5
    20.6    37.0    45.2    18.4    35.7    95.1   148.6    81.2    47.3    13.5     4.9    11.6
    26.2    54.6    17.6    23.7    48.3    92.3   131.4    68.5    21.9     8.7     3.6    16.6
    16.5    32.1    14.7    11.4    50.7    84.6    72.0    40.7    14.1    11.3    24.0    38.2
    44.1    52.8    14.6    12.2    20.5    86.3   103.0    77.3    35.4    12.7     7.9     4.9
    29.4    36.2    30.6    18.2    30.8   118.4   145.8   169.2    92.1    24.5     8.4     9.1
    11.8    39.2    11.4    15.9    28.9    61.3   109.1    66.5    20.3     8.2    18.4    15.3
    18.6    30.1    62.1    40.3    22.5    42.3   162.4    95.3    41.3    14.3    19.4    19.7
    32.9    24.6    27.7    13.5    22.6    82.2   230.7   156.1    75.3    22.1     9.5    25.6
    20.6    69.9    39.6    41.8    57.5   101.8   173.4    98.1    42.3    16.9    14.7    66.5
    66.7    36.4    21.7    19.0    20.7    51.5   202.0   234.7    64.7    24.3    10.5    24.5
    24.8    27.2    12.4    19.1    29.4    93.6   239.1   150.5    68.3    22.1    15.6    34.3
    92.0    55.7    27.6    18.6    42.1    49.5   153.9   245.5   130.1    42.2    14.8    46.4
    67.8    77.2    38.5    78.0    26.2    99.8   191.2   140.2    55.5    19.4    10.4    40.3
    36.3    24.2    13.3    17.3    18.6    88.8   152.4    96.1    52.4    17.8     8.0     3.7
     5.2     8.5    69.3    59.3    28.2    62.5   148.9   128.3    92.3    30.4    11.9    16.1
    30.1    61.7    32.3    21.6    25.8    57.2   183.0   177.1   146.3    51.1    23.8    20.9
    53.7    25.0    16.8    27.7    16.6    30.7   113.9   220.4   110.5    37.6    16.9    47.7
    98.8    56.3    23.8    12.9    19.7   106.5   252.1   190.4   114.4    30.7    17.1    38.9
    35.5   111.2    21.0    15.4    26.2    74.1   202.8    92.7    32.1    15.5    10.2    10.9
    14.5    27.2    21.2    31.1    36.4    61.6   215.2    94.9    27.3    10.7    17.2    35.0
    87.1    88.8    60.7    25.5    31.6    94.0   141.1   163.2    79.0    27.6    49.0    80.4
   131.8    83.3    19.4    20.0    36.7    77.2   120.0   129.7    48.4    16.7    10.0    18.0
    40.8    18.2    44.2    61.1    51.0    80.6   168.4   188.3    53.1    16.5    14.7    25.4
    21.8    30.7    71.0    40.3    20.5   106.7   100.1   127.1    54.3    20.6     9.7    25.6
    77.5    50.0    34.5    62.1    37.6    44.3   108.7    77.1    28.2    15.1     8.0    11.6
    27.2    22.4    33.2    16.4    20.3    48.1   129.6   223.2   118.8    38.9    18.0    26.2
    21.0    49.0    43.8    46.7    37.5    99.4   133.9   133.3    51.4    19.5    10.8    14.5
    30.0    20.3    17.2    10.7    23.4    84.4   152.3   101.3    52.8    15.7     6.6    19.4
    21.8    65.5    44.9    37.1    22.5    25.3   136.5   185.6    57.8    16.0    10.0    58.6
    58.5    78.7    82.5    73.4    59.8    37.3   114.4   112.2    47.2    21.8    25.3    33.4
    55.1    36.1    44.6    14.0    22.9    74.3   205.9   159.9    33.2     9.6    12.8    23.7
    21.2    15.1    18.4    16.1    28.0    49.1   139.9   161.0    51.8    19.7    13.3    11.8
    24.3    18.9    47.3    62.8    24.8    44.9   207.5   179.8   133.1    42.2    16.9    20.6
    35.6    25.9    37.1    65.6   115.7    68.0   227.9   241.2   133.7    48.8    27.3    18.8
    21.2    51.0    43.7    16.1    21.6    48.1    98.2    73.5    35.4    17.3    12.7    18.6


Station        	5
Station_id	YAKIMA_RIVER_AT_CLE_ELUM
Duration    1926    1973
    36.0   152.2    82.3    70.3   152.6   199.5   128.8    57.4    26.8    18.2    24.6    89.8
    76.8   115.0    55.1    40.1    55.0   154.4   307.0   357.5   105.2    32.9    45.5   120.5
   229.0   159.2   172.4    44.9   134.6   150.2   391.5   166.8    62.6    22.0    14.2    64.9
    38.7    32.6    22.7    20.9    72.1   105.4   316.0   218.4    76.3    30.0    14.2     9.9
    13.2    31.6    30.1   103.4   124.3   255.6   174.7   105.3    47.6    24.8    13.7    33.5
    43.0    24.7    49.1    71.1   114.1   166.6   296.2   124.2    33.2     6.1    10.7    59.9
    78.1    48.0    82.9   131.5   218.4   232.6   336.2   283.0   109.7    41.5    23.6    47.6
   282.3   153.9   140.3    44.9    54.1   154.5   285.9   402.5   216.2    67.2    55.1   188.8
   179.9   448.4   233.1   138.0   282.0   332.3   199.9    92.5    38.8    22.4    23.4    94.0
   183.6   113.2   230.6   115.3    99.9   120.9   309.6   253.1   100.9    39.9    29.3    20.3
    27.0    29.8    52.5    40.2    93.7   274.7   495.4   268.5    72.4    26.2    16.5    18.2
    12.1    71.0    30.1    36.6    70.9   135.3   312.7   348.5   100.9    29.9    15.9    13.1
   158.3   125.2    86.7    37.8    70.6   226.1   343.6   221.8    57.9    15.6    14.0    21.9
    66.9   110.4   135.3    53.7    94.4   206.7   281.1   151.4    75.5    23.2    21.7    33.7
    58.9   128.7    41.6    69.6   122.2   195.3   239.6    99.6    29.9    16.5    16.4    32.7
    44.3    81.2    36.2    29.9   103.1   159.8   126.8    69.4    27.2    17.2    48.2    82.7
    96.5   116.4    38.9    34.6    54.3   189.8   197.5   153.1    60.0    21.9    15.9    18.3
    86.2   102.1    83.0    49.0    85.6   283.4   300.6   310.1   156.8    41.5    21.3    29.5
    35.3   103.0    32.4    45.4    72.5   130.9   211.0   114.4    36.5    19.5    37.6    31.7
    44.5    70.0   157.7   100.5    59.5   106.5   327.3   165.2    54.1    23.3    38.1    57.1
    89.6    72.3    78.9    36.5    73.6   192.5   466.3   302.8   124.8    40.1    24.7    65.4
    51.1   211.3   115.5   107.7   153.1   220.5   293.0   144.6    62.1    35.5    32.1   139.6
   169.5    98.4    60.0    55.5    63.1   126.5   406.4   468.0   107.4    43.2    36.5    58.1
    71.4    76.3    54.4    57.3    86.4   244.1   510.3   299.0   132.6    49.2    37.9    86.6
   195.4   138.9    79.2    63.4   118.3   144.8   353.6   480.5   235.9    78.4    29.4    99.1
   178.6   195.0   103.2   189.9    79.3   233.4   387.5   234.9    82.9    47.3    32.8    94.2
    83.5    60.1    34.5    51.1    58.7   206.6   314.5   175.9    87.7    30.6    23.9    20.4
    11.7    21.1   190.4   156.0    75.9   153.5   297.9   234.8   144.9    49.0    24.0    45.3
    70.4   189.4    92.1    65.7    73.0   147.6   381.8   334.7   249.8    85.0    41.6    51.8
   111.4    60.3    50.0    84.7    52.0    81.4   259.0   423.0   208.6    61.6    36.8   127.9
   224.8   141.0    63.4    37.8    54.4   265.0   535.4   361.8   188.8    48.4    33.9    90.2
    84.0   298.5    66.1    43.4    69.0   192.0   379.0   151.6    45.0    31.6    25.7    30.7
    38.5    82.3    64.0   102.7    87.7   164.6   387.2   148.6    41.7    20.6    37.3    86.0
   244.8   232.0   179.5    76.8   101.7   227.1   278.9   292.5   130.6    43.9   114.4   186.4
   319.1   204.4    58.3    63.7    98.8   187.4   256.3   231.9    77.4    36.8    29.1    52.2
   112.1    49.8   111.9   170.6   136.5   207.6   356.9   320.6    86.5    28.8    31.5    68.2
    59.6    93.6   178.3   111.9    54.6   257.6   210.3   210.0    88.3    42.4    33.2    60.3
   169.8   132.4    98.9   160.5    98.0   119.2   206.6   132.9    57.3    39.4    20.9    31.6
    75.3    54.4    83.4    46.9    69.7   140.6   305.5   442.0   238.5    80.0    47.2    59.1
    61.9   134.3   146.3   152.9   114.7   243.1   281.6   231.2    95.0    44.3    25.6    23.4
    61.8    50.0    46.8    28.4    62.7   207.5   308.4   185.7    87.1    38.9    27.5    51.0
    58.5   165.4   146.9   119.8    71.9    75.8   292.6   326.7   106.4    42.4    24.4   128.8
   122.8   209.2   199.0   204.5   155.8   102.7   212.3   190.7    82.9    46.7    59.5    85.4
   133.7   102.1   112.5    33.4    66.5   195.6   437.1   279.5    64.9    34.8    39.2    51.2
    45.0    38.3    53.2    48.5    85.9   133.4   303.2   286.6    80.1    35.4    27.4    37.6
    66.5    46.6   145.1   175.0    69.3   118.4   465.6   352.2   242.3    81.2    44.9    55.1
    97.0    79.5   112.3   181.1   315.3   186.4   514.3   455.0   218.2    79.0    61.8    45.6
    60.3   153.0   110.9    44.1    64.4   113.9   197.4   122.1    56.2    30.7    34.9    36.5


Station        	6
Station_id	YAKIMA_RIVER_AT_UMTANUM
Duration    1926    1973
    37.9   177.6   100.8    85.6   192.9   248.9   153.7    62.7    25.2    25.0    30.4   101.6
    91.1   137.1    71.4    55.9   103.9   249.8   402.7   412.5   118.1    41.9    60.6   145.5
   265.0   223.2   246.4    68.0   202.6   223.0   466.6   190.9    68.1    29.7    26.9    79.7
    50.2    38.4    27.9    25.5    94.3   136.0   366.5   244.7    73.4    33.9    21.5    23.2
    15.5    33.0    30.8   107.7   136.5   313.8   205.0   124.4    51.8    40.1    50.3    50.4
    49.2    29.8    60.6    87.7   138.3   202.9   322.0   147.9    41.8    25.0    33.8    74.2
    92.0    49.2   108.7   170.6   342.4   341.9   426.9   332.8   124.8    53.2    40.6    71.5
   325.9   187.9   171.3    62.2    94.2   269.1   386.2   494.7   260.2    90.3    78.9   221.8
   220.5   650.4   379.1   226.0   424.5   464.2   258.5   117.3    59.7    42.3    48.6   125.1
   231.3   149.7   317.6   184.0   154.6   213.8   430.8   322.9   124.5    59.5    51.0    48.9
    42.1    40.1    67.0    70.2   163.4   459.4   610.1   340.4    97.4    51.2    46.9    48.8
    23.3    86.5    45.9    50.0   127.4   221.9   415.9   450.1   130.8    64.4    45.9    38.4
   190.0   167.3   131.8    63.4   165.9   387.3   464.8   277.6    80.0    44.8    48.6    51.4
    84.7   133.0   168.4    73.0   157.8   286.1   350.8   190.5   101.5    53.0    51.2    62.0
    73.4   153.3    59.7    99.4   186.1   266.4   308.3   134.4    61.1    45.0    53.9    60.0
    63.3   109.1    53.9    62.3   168.7   231.7   169.0   106.6    48.1    54.3    83.7   110.8
   123.6   152.9    59.5    62.6    94.2   272.5   266.1   196.8    93.6    47.7    45.4    49.0
   114.4   145.4   126.3    85.9   150.8   459.5   403.1   393.5   192.1    74.2    56.0    60.5
    51.4   120.5    42.3    56.9    98.3   175.7   257.2   154.7    59.9    47.6    75.4    59.9
    59.3    86.5   190.4   139.5    86.3   167.4   421.3   214.4    83.9    60.9    72.1    82.0
   108.9    95.4   107.5    60.3   142.1   316.9   622.1   383.3   171.1    76.0    64.5    93.8
    68.9   276.2   154.0   166.4   241.4   307.9   384.7   204.3    96.5    70.3    70.2   183.8
   208.3   131.4    85.7    83.3    99.6   215.9   601.8   593.8   149.4    89.5    65.7    85.9
    95.3   100.6    71.8    79.9   207.4   432.3   703.5   374.8   164.5    84.5    70.2   112.3
   232.6   169.8    92.9    81.6   210.3   256.1   523.7   637.0   256.7   105.7    66.7   134.2
   219.7   280.1   147.9   296.8   158.6   406.5   567.0   321.3   121.9    68.6    67.4   131.8
   112.3    88.2    53.5    77.6   111.0   302.9   404.3   227.3   114.7    65.8    53.6    49.5
    26.2    33.3   242.1   228.0   124.9   239.2   438.6   317.4   185.2    93.0    60.1    74.9
    90.8   223.5   129.1   122.8   131.0   244.4   551.4   437.8   301.3   123.5    84.8    88.7
   141.1    85.5    68.2   108.4    75.1   141.1   394.8   552.7   259.6    96.3    63.1   165.5
   271.0   200.4   108.1    69.1   187.2   538.9   783.5   486.7   232.7    94.2    76.9   129.5
   111.2   359.5    84.2    65.4   132.8   295.2   517.9   205.3    77.9    71.5    58.4    66.0
    56.9   105.1    87.5   164.8   148.2   260.0   523.1   203.3    70.4    54.2    74.6   116.2
   297.4   302.8   261.9   130.7   178.4   347.8   404.5   380.2   160.7    75.7   162.3   225.2
